"day","year","month","date","time","address","district","accident_types","suspect_vehicle","victim_vehicle"
"Monday","2020","6","24","7:00","poros perumnas sudiang","biringkanaya","TM","R2","NOV"
"Wednesday","2020","6","23","6:40","gunung bawakaraeng","bontoala","TK","B2","R2"
"Tuesday","2020","6","24","14:30","urip sumuharjo","panakkukang","TK","R2","M"
"Wednesday","2020","6","25","22:30","tamangapa raya","manggala","TL","R3","R2"
"Thursday","2020","6","27","20:30","pettarani","rappocini","OC","R2","NOV"
"Saturday","2020","6","28","1:15","veteran selatan","mamajang","TM","R2","NOV"
"Sunday","2020","6","28","23:15","kapasa raya","biringkanaya","OC","R2","NOV"
"Sunday","2020","6","26","10:00","urip sumuharjo","panakkukang","TK","R2","R3"
"Friday","2020","6","28","10:00","sungai saddang","ujung pandang","OC","R2","NOV"
"Sunday","2020","6","29","21:45","pettarani","panakkukang","TL","R3","R2"
"Monday","2020","6","28","15:00","insinyur sutami","tamalanrea","OC","R2","NOV"
"Sunday","2020","7","1","10:00","perintis kemerdekaan","tamalanrea","TL","R4","R2"
"Wednesday","2020","7","1","20:00","tallasa city","tamalanrea","OC","R2","NOV"
"Wednesday","2020","7","2","6:10","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Thursday","2020","7","2","23:20","btn minasa  upa","rappocini","TK","R4","R4"
"Thursday","2020","7","1","20:00","sungai saddang","ujung pandang","TK","R4","R2"
"Wednesday","2020","7","3","4:15","sam ratulangi","mamajang","TK","R2","R4"
"Friday","2020","7","3","6:45","arung teko","biringkanaya","T","R2","NOV"
"Friday","2020","7","2","22:20","perintis kemerdekaan","tamalanrea","TK","R2","R2"
"Thursday","2020","7","1","1:30","tamalate i","rappocini","TL","R2","NOV"
"Wednesday","2020","7","2","14:00","boulevard","panakkukang","TK","R4","R4"
"Thursday","2020","7","4","21:00","barawaja","panakkukang","OC","R2","NOV"
"Saturday","2020","7","5","11:00","dr. leimena","panakkukang","OC","R2","NOV"
"Sunday","2020","7","5","2:00","kerung-kerung","makassar","TL","R2","R2"
"Sunday","2020","6","12","17:00","haji bau","ujung pandang","TK","R4","R2"
"Friday","2020","7","6","11:00","veteran utara","makassar","TK","TR","R2"
"Monday","2020","7","6","13:00","balang baru 1","tamalate","TM","B2","NOV"
"Monday","2020","7","6","22:00","toddopuli vii","manggala","TK","R2","R2"
"Monday","2020","7","6","8:10","perintis kemerdekaan","biringkanaya","TM","R2","NOV"
"Monday","2020","7","8","10:20","veteran selatan","mamajang","TL","R2","NOV"
"Wednesday","2020","7","10","8:45","pettarani","panakkukang","TK","R4","R4"
"Friday","2020","7","11","11:00","insinyur sutami","tamalanrea","OC","R2","NOV"
"Saturday","2020","7","11","19:40","pettarani","panakkukang","OC","R2","NOV"
"Saturday","2020","7","12","21:05","goa ria","biringkanaya","TL","R2","R2"
"Sunday","2020","7","13","17:00","urip sumuharjo","panakkukang","TK","R2","R4"
"Monday","2020","7","11","20:00","kesejahteraan selatan","tamalanrea","TK","R4","R2"
"Saturday","2020","7","14","5:30","teuku umar raya","tallo","TL","R2","NOV"
"Tuesday","2020","6","15","17:00","peternakan 5","manggala","OC","R2","NOV"
"Monday","2020","3","13","10:30","batara bira","biringkanaya","OC","R2","NOV"
"Friday","2020","7","15","8:30","metro tanjung bunga","tamalate","TK","R4","R4"
"Wednesday","2020","7","16","14:00","pongtiku","tallo","TK","R2","R2"
"Thursday","2020","7","16","19:00","perintis kemerdekaan iv","tamalanrea","OC","R2","NOV"
"Thursday","2020","7","16","17:00","ade irma nasution","tallo","TK","R2","R2"
"Thursday","2020","7","10","6:00","ade irma nasution","tallo","TK","R2","R2"
"Friday","2020","7","17","16:00","tamalanrea raya","tamalanrea","OC","R2","NOV"
"Friday","2020","7","16","19:00","cendrawasih","mariso","TL","R4","R2"
"Thursday","2020","7","17","16:15","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Friday","2020","7","18","10:00","perintis kemerdekaan","tamalanrea","TK","R2","R2"
"Saturday","2020","7","18","23:00","daeng tata raya","tamalate","TL","R2","R2"
"Saturday","2020","7","19","18:30","sultan alauddin","tamalate","OC","R2","NOV"
"Sunday","2020","7","20","14:00","borong raya","manggala","TL","R2","R2"
"Monday","2020","7","20","12:30","perintis kemerdekaan","biringkanaya","OC","R2","NOV"
"Monday","2020","7","21","11:15","penghibur","ujung pandang","TK","R2","R4"
"Tuesday","2020","7","21","19:15","gunung latimojong","makassar","TK","R2","R4"
"Tuesday","2020","7","15","15:30","perintis kemerdekaan","biringkanaya","TL","R2","R2"
"Wednesday","2020","7","22","12:00","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Wednesday","2020","7","22","14:30","letjen hertasning","rappocini","OC","R2","NOV"
"Wednesday","2020","7","16","20:30","parumpa","biringkanaya","TL","R2","Rro"
"Thursday","2020","7","23","15:00","perintis kemerdekaan","biringkanaya","TL","R2","R2"
"Thursday","2020","5","7","14:00","daeng tata raya iii","tamalate","TM","R2","NOV"
"Thursday","2020","7","17","14:30","poros tamalanrea indah","tamalanrea","OC","R2","NOV"
"Friday","2020","7","24","15:00","tamangapa raya","manggala","OC","R2","NOV"
"Friday","2020","7","20","22:00","macan","mamajang","TK","R4","Rro"
"Monday","2020","7","26","6:15","juanda","tallo","TK","R2","R2"
"Sunday","2020","7","26","18:20","perintis kemerdekaan","panakkukang","TL","R4","R2"
"Sunday","2020","7","26","20:00","paccerakkang","biringkanaya","OC","R2","NOV"
"Sunday","2020","7","25","17:30","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Saturday","2020","7","30","20:30","veteran utara","makassar","TM","R4","NOV"
"Thursday","2020","7","31","11:40","pettarani","panakkukang","TK","R4","R4"
"Friday","2020","7","31","12:30","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Friday","2020","7","31","23:00","toddopuli raya","panakkukang","T","R2","NOV"
"Friday","2020","7","31","19:00","veteran utara","makassar","TK","R2","R2"
"Friday","2020","8","1","16:15","poros perumnas sudiang","biringkanaya","TL","R2","R2"
"Saturday","2020","7","31","15:30","manuruki raya","biringkanaya","TK","R2","R2"
"Friday","2020","8","2","20:00","veteran utara","bontoala","TK","R2","R2"
"Sunday","2020","8","2","17:00","perintis kemerdekaan","biringkanaya","OC","R2","NOV"
"Sunday","2020","8","3","11:30","perintis kemerdekaan","tamalanrea","TK","R2","R4"
"Monday","2020","7","31","11:00","nuri baru","mariso","TK","R2","R2"
"Friday","2020","8","3","11:03","haji kalla","panakkukang","TK","R2","R2"
"Monday","2020","8","4","16:30","urip sumuharjo","panakkukang","T","R2","NOV"
"Tuesday","2020","8","4","22:00","jenderal sudirman","ujung pandang","TL","R2","R2"
"Tuesday","2020","8","4","14:00","manyikkoaya","biringkanaya","OC","R2","NOV"
"Tuesday","2020","7","28","10:30","galangan kapal","tallo","TK","B2","R4"
"Tuesday","2020","8","4","19:30","toddopuli raya timur","panakkukang","TK","R2","R2"
"Tuesday","2020","8","6","8:00","urip sumuharjo","panakkukang","TM","R2","NOV"
"Thursday","2020","8","4","12:30","bandang","bontoala","TM","R2","NOV"
"Tuesday","2020","8","4","14:30","kima raya","biringkanaya","OC","R2","NOV"
"Tuesday","2020","8","6","13:30","abdullah daeng sirua","panakkukang","TK","R4","R2"
"Thursday","2020","8","7","5:00","perintis kemerdekaan","biringkanaya","TK","R4","R4"
"Friday","2020","8","9","15:00","urip sumuharjo","panakkukang","TL","R2","R2"
"Sunday","2020","8","9","16:10","perintis kemerdekaan","biringkanaya","OC","R2","NOV"
"Sunday","2020","8","8","9:00","veteran selatan","mamajang","TK","R2","R4"
"Saturday","2020","8","9","23:00","kesadaran raya","panakkukang","TL","R4","R2"
"Sunday","2020","8","7","18:30","letjen hertasning","rappocini","OC","R2","NOV"
"Friday","2020","8","7","21:00","poros perumnas sudiang","biringkanaya","TL","R2","NOV"
"Friday","2020","8","10","7:00","urip sumuharjo","panakkukang","TL","R2","R2"
"Monday","2020","8","11","15:30","perintis kemerdekaan","biringkanaya","TK","R2","Rro"
"Tuesday","2020","8","11","22:45","waduk tunggu pampang","manggala","OC","R2","NOV"
"Tuesday","2020","8","12","22:46","sanrangan","biringkanaya","TK","R2","R2"
"Wednesday","2020","8","13","15:30","perintis kemerdekaan","biringkanaya","TK","R2","TR"
"Thursday","2020","8","14","1:00","pajaiang","biringkanaya","TL","R2","R2"
"Friday","2020","8","8","8:30","sultan alauddin","tamalate","TL","R2","R2"
"Saturday","2020","8","16","4:10","andalas","bontoala","TL","R2","R2"
"Sunday","2020","8","15","12:00","datu musseng","ujung pandang","TL","R4","NOV"
"Saturday","2020","8","16","10:25","adyaksa","panakkukang","TK","R4","R2"
"Sunday","2020","8","17","12:30","perintis kemerdekaan","biringkanaya","TK","R2","R4"
"Monday","2020","8","17","14:00","insinyur sutami","tamalanrea","OC","R4","NOV"
"Monday","2020","8","17","13:15","perintis kemerdekaan","biringkanaya","OC","R2","NOV"
"Monday","2020","8","1","3:40","tamalanrea raya","tamalanrea","TK","R4","R4"
"Saturday","2020","8","18","13:00","paccinang raya","panakkukang","TK","R4","R4"
"Tuesday","2020","8","19","7:50","barawaja","panakkukang","TK","R4","R2"
"Wednesday","2020","8","19","11:30","urip sumuharjo","panakkukang","T","R2","NOV"
"Wednesday","2020","8","19","16:00","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Wednesday","2020","8","19","16:00","daeng tata raya i","tamalate","TL","R2","R2"
"Wednesday","2020","8","17","11:50","bambapuang","makassar","TM","R2","NOV"
"Monday","2020","8","18","12:50","g. batu putih","makassar","TK","R4","R2"
"Tuesday","2020","8","19","22:00","mesjid raya","bontoala","TL","R4","R2"
"Wednesday","2020","8","10","16:30","pandang raya","panakkukang","TK","R2","R2"
"Monday","2020","8","20","20:30","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Thursday","2020","8","21","11:00","kumala ii","tamalate","TK","B2","R2"
"Friday","2020","8","17","21:00","biring romang","tamalanrea","TM","R2","NOV"
"Monday","2020","8","22","19:30","metro tanjung bunga","tamalate","TK","R2","R2"
"Saturday","2020","8","22","10:00","borong raya","manggala","TL","R4","R2"
"Saturday","2020","8","21","12:30","komp. unhas","tamalanrea","OC","R2","NOV"
"Friday","2020","8","23","18:45","monginsidi","makassar","OC","R2","NOV"
"Sunday","2020","8","24","17:00","kima raya i","biringkanaya","TK","R2","R2"
"Monday","2020","8","25","9:00","haji bau","ujung pandang","TK","R4","R4"
"Tuesday","2020","8","16","18:15","penghibur","ujung pandang","TL","R2","NOV"
"Sunday","2020","8","24","11:00","gunung merapi","ujung pandang","OC","R2","NOV"
"Monday","2020","8","23","22:00","kelapa iii","panakkukang","TL","R3","R2"
"Sunday","2020","8","25","7:30","banta bantaeng","rappocini","TK","R2","R2"
"Tuesday","2020","8","25","1:30","daeng tata raya","tamalate","TL","R2","R2"
"Tuesday","2020","8","26","23:15","perintis kemerdekaan","biringkanaya","OC","R2","NOV"
"Wednesday","2020","8","22","12:00","pasar ikan","ujung pandang","TL","R2","R2"
"Tuesday","2020","8","25","19:00","ir. juanda","tallo","TL","R2","R2"
"Thursday","2020","8","27","12:00","jenderal ahmad yani","ujung pandang","TM","R2","NOV"
"Wednesday","2020","8","26","7:30","insinyur sutami","tamalanrea","OC","R2","NOV"
"Tuesday","2020","8","25","2:00","insinyur sutami","tamalanrea","OC","R2","NOV"
"Saturday","2020","8","15","23:00","veteran utara","bontoala","TL","R2","NOV"
"Wednesday","2020","8","26","16:45","veteran utara","makassar","TK","R2","R2"
"Thursday","2020","8","27","12:30","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Thursday","2020","8","27","18:30","perintis kemerdekaan","biringkanaya","TK","TR","R4"
"Wednesday","2020","8","26","3:30","bandang","bontoala","TK","R2","R2"
"Sunday","2020","8","30","0:30","sultan alauddin","rappocini","OC","R2","NOV"
"Friday","2020","8","28","20:00","minasa upa","rappocini","TL","R2","NOV"
"Friday","2020","8","28","12:45","urip sumuharjo","panakkukang","TL","R2","R2"
"Friday","2020","8","28","22:00","perintis kemerdekaan","biringkanaya","TL","R2","R2"
"Sunday","2020","8","16","11:20","cendrawasih","mariso","TL","R4","R2"
"Monday","2020","8","31","14:00","kapasa raya","tamalanrea","TL","R4","R2"
"Saturday","2020","8","29","18:30","kesadaran raya","panakkukang","OC","R2","NOV"
"Monday","2020","8","31","22:30","lamadukelleng","ujung pandang","TL","B","R2"
"Monday","2020","8","31","23:15","pengayoman","panakkukang","OC","R2","NOV"
"Tuesday","2020","9","1","12:05","pate'ne","biringkanaya","OC","R2","NOV"
"Tuesday","2020","9","1","20:30","haji bau","ujung pandang","TL","R4","R4"
"Tuesday","2020","9","1","18:00","simola","panakkukang","TM","R2","NOV"
"Wednesday","2020","9","2","5:30","letjen hertasning","panakkukang","TL","R2","R2"
"Tuesday","2020","9","1","21:00","metro tanjung bunga","mariso","OC","R2","NOV"
"Tuesday","2020","9","1","14:00","dakota","biringkanaya","T","R2","NOV"
"Tuesday","2020","9","1","18:00","a. tonro","tamalate","T","R2","NOV"
"Thursday","2020","9","3","10:00","btn mangga iii","biringkanaya","TK","R2","R2"
"Sunday","2020","8","30","22:30","pettarani","panakkukang","TL","R2","R2"
"Saturday","2020","9","5","14:00","cendrawasih","mamajang","TM","R2","NOV"
"Saturday","2020","9","5","13:00","lanto daeng pasewang","mamajang","T","R2","NOV"
"Friday","2020","9","4","21:00","tallasa city","tamalanrea","TK","R2","R2"
"Saturday","2020","9","5","20:20","rajawali","mariso","TL","R4","R4"
"Sunday","2020","9","6","17:30","perintis kemerdekaan","panakkukang","TL","R2","R2"
"Sunday","2020","9","6","23:00","perintis kemerdekaan","biringkanaya","TK","R2","R2"
"Sunday","2020","9","6","23:15","haji bau","ujung pandang","TK","R2","R4"
"Friday","2020","9","4","19:30","veteran utara","makassar","OC","R2","R2"
"Saturday","2020","9","5","14:00","perintis kemerdekaan","tamalanrea","OC","R2","NOV"
"Saturday","2020","9","5","16:00","pelita raya","rappocini","TK","B2","R4"
"Saturday","2020","9","5","17:00","manyikkoaya","biringkanaya","OC","R2","NOV"
"Saturday","2020","9","5","21:15","pettarani","panakkukang","TL","R2","R2"
"Monday","2020","9","7","23:00","gunung bawakaraeng","bontoala","TK","R2","R2"
"Monday","2020","9","7","14:00","tallasa city","tamalanrea","OC","R2","NOV"
"Monday","2020","8","31","11:00","pajaiang","biringkanaya","OC","R2","NOV"
"Wednesday","2020","9","9","15:30","jenderal ahmad yani","ujung pandang","TK","R2","R4"
"Thursday","2020","9","10","0:10","pannampu","tallo","TK","R4","R2"
"Friday","2020","8","28","15:15","veteran selatan","makassar","TK","R2","R4"
"Monday","2020","9","7","22:00","sultan alauddin","tamalate","TM","R2","NOV"
"Wednesday","2020","9","9","20:30","perumnas raya","manggala","TL","R2","R2"
"Friday","2020","9","11","1:00","laccukang","bontoala","TL","R4","R2"
"Thursday","2020","9","10","8:00","berua raya","biringkanaya","TK","R4","TR"
"Thursday","2020","9","3","13:30","urip sumuharjo","panakkukang","TL","R2","R2"
"Wednesday","2020","9","9","7:20","tamalanrea raya","tamalanrea","TL","R4","R2"
"Wednesday","2020","9","9","14:00","perintis kemerdekaan","biringkanaya","TM","R2","NOV"
"Friday","2020","9","4","14:40","jenderal sudirman","ujung pandang","TK","R4","R4"
"Thursday","2020","9","10","0:15","perintis kemerdekaan","tamalanrea","TL","R4","R2"
"Thursday","2020","9","10","5:20","tamangapa raya","manggala","TL","R2","R2"
"Friday","2020","9","11","8:00","sultan hasanuddin","ujung pandang","TK","R2","Rro"
"Thursday","2020","9","10","0:00","rajawali","mariso","TK","R2","R2"
"Friday","2020","9","11","10:00","metro tanjung bunga","tamalate","T","R2","NOV"
"Saturday","2020","9","12","15:00","indah iii","tallo","T","B2","NOV"
"Sunday","2020","9","13","3:10","onta","mamajang","TK","R4","R2"
"Thursday","2020","9","10","23:30","abdullah daeng sirua","panakkukang","T","R2","NOV"
"Friday","2020","9","11","16:15","metro tanjung bunga","tamalate","TK","R2","R2"
"Wednesday","2020","9","9","20:15","urip sumuharjo","panakkukang","TK","R2","R2"
"Saturday","2020","9","12","11:00","raya pendidikan","rappocini","OC","R2","NOV"
"Sunday","2020","9","13","11:00","serigala","mamajang","OC","R2","NOV"
"Tuesday","2020","9","15","2:15","pajaiang","biringkanaya","TK","R2","R2"
"Friday","2020","9","11","16:15","metro tanjung bunga","tamalate","TK","R2","R2"
"Tuesday","2020","9","15","10:00","perintis kemerdekaan","biringkanaya","TM","R2","NOV"
"Tuesday","2020","9","15","20:30","abu bakar lambogo","makassar","OC","R2","NOV"
"Tuesday","2020","9","15","18:40","manuruki raya","biringkanaya","TK","R2","R2"
"Tuesday","2020","9","15","12:37","monumen emmy saelan","rappocini","TK","R2","R2"
"Tuesday","2020","9","15","18:00","berua raya","biringkanaya","T","R2","NOV"
"Wednesday","2020","9","16","11:30","m. yamin","makassar","TL","R2","NOV"
"Wednesday","2020","9","16","16:40","monumen emmy saelan","rappocini","TK","R4","R2"
"Wednesday","2020","9","9","19:00","urip sumuharjo","panakkukang","TL","R2","R2"
"Tuesday","2020","9","15","19:30","metro tanjung bunga","ujung pandang","TL","R2","R2"
"Thursday","2020","9","17","11:30","profesor abdurrahman basalamah","panakkukang","T","R2","NOV"
"Thursday","2020","9","17","17:30","mesjid raya","bontoala","OC","R2","NOV"
"Friday","2020","9","18","22:30","gunung bawakaraeng","ujung pandang","OC","R2","NOV"
"Friday","2020","9","18","5:00","pettarani","panakkukang","OC","R2","NOV"
"Sunday","2020","9","20","23:15","tamangapa raya","manggala","TK","R2","R2"
"Sunday","2020","9","20","15:30","metro tanjung bunga","tamalate","OC","R2","NOV"
"Monday","2020","9","21","1:00","aroepala","rappocini","TK","R2","R2"
"Sunday","2020","9","13","2:10","gunung bawakaraeng","bontoala","T","R4","NOV"
"Tuesday","2020","9","15","20:00","gunung bawakaraeng","makassar","TL","R4","R2"
"Saturday","2020","9","19","19:30","abdul kadir","tamalate","TL","R4","NOV"
"Sunday","2020","9","20","21:40","barawaja","panakkukang","TK","R2","R2"
"Monday","2020","9","21","9:00","letjen hertasning","rappocini","TL","R2","NOV"
"Monday","2020","9","21","21:10","urip sumuharjo","makassar","TK","R2","R4"
"Tuesday","2020","9","22","11:20","paccinang raya","panakkukang","TK","R2","TR"
"Tuesday","2020","9","22","22:50","abdullah daeng sirua","panakkukang","TK","R2","R2"
"Wednesday","2020","9","23","2:00","sultan abdullah","tallo","T","R2","NOV"
"Friday","2020","9","18","11:00","perintis kemerdekaan","tamalanrea","TK","R2","R2"
"Wednesday","2020","9","23","14:30","tallasa city","tamalanrea","TK","R2","TR"
"Wednesday","2020","9","23","14:00","maccini raya","makassar","OC","R2","NOV"
"Thursday","2020","9","24","7:30","arung teko","biringkanaya","OC","R2","NOV"
"Thursday","2020","9","24","15:00","teuku umar raya","tallo","TK","R2","TR"
"Thursday","2020","9","24","18:15","perintis kemerdekaan","biringkanaya","TK","R4","R2"
